Nome,Indirizzo,Codice Postale,Città,Paese,Regione
Dr. med. Ralf Frönicke,Nymphenburger Str. 155,80634,München,Germany,Bavaria
Dr. med. Heike Pfost,Nymphenburger Str. 84,80636,München,Germany,Bavaria
Dr. med. Harry Tschebiner,Nymphenburger Strasse 92,80636,München,Germany,Bavaria
Igor Dotz,Fürstenrieder Str. 51,80686,München,Germany,Bavaria
Dr. Elena Yuferova,Belgradstr. 5,80796,München,Germany,Bavaria
Dr. Friedrich Andreas Stapf,Hans-Stützle-Straße 20,81249,München,Germany,Bavaria
Dr. med. Georgios Georgarakis,Ligsalzstr. 32,81249,München,Germany,Bavaria
Dr. med. Susanne Eidenschink,Albert-Roßhaupt-Str. 2,81369,München,Germany,Bavaria
Dr. med. Ulrich Kellner,Lochhamer Strasse 49,81477,München,Germany,Bavaria
"Gemeinschaftspraxis Dr. med.Isabel Hasler, Dr. med Yvonne Isterer",Isenschmidstr. 19,81545,München,Germany,Bavaria
Dr. med. Birgit Pröhl-Steimer,Bahnhofstr. 12,82194,Gröbenzell,Germany,Bavaria
Frauenarztzentrum Penzberg,Am Schlossbichl 7,82377,Penzberg,Germany,Bavaria
"Dr. Heike Anzenberger,  Dr. Stephanie Pildner von Steinburg",Schongauer Str.26,82380,Peißenberg,Germany,Bavaria
Dr. med. Florina Rummel,Badstr.20 - 22,83646,Bad Tölz,Germany,Bavaria
Dr. Christian Dorn,Adlergebirgsstr. 3,84478,Waldkraiburg,Germany,Bavaria
Dr. Siegbert Mersdorf,Bahnhofstrasse 42,86316,Friedberg,Germany,Bavaria
Dr. med. Marion Wetzstein,Zwinggasse 3,87700,Memmingen,Germany,Bavaria
Gemeinschaftspraxis Dres. Jederan,Hauptstr. 22A,89250,Senden,Germany,Bavaria
Dr. med. Verena Domschat,Vöhlinstr. 8,89269,Vöhringen,Germany,Bavaria
Dr. med. Cornelia Wenske,BGM Landmannplatz 9,89312,Günzburg,Germany,Bavaria
"Dr. med. Angela Caspari, Dr. med. Ralph Gallinat",Am Stadtbach 19,89312,Günzburg,Germany,Bavaria
Dr. Richard Bonescu,Karolinenstraße 55,90402,Nürnberg,Germany,Bavaria
Dr. med. Christian Eberlein,Am Stadtpark 2,90409,Nürnberg,Germany,Bavaria
Klinikum Nürnberg,Prof.-Ernst-Nathan-Straße 1,90419,Nürnberg,Germany,Bavaria
Dr. Gesya Zeyf,Prof.-Ernst-Nathan-Str. 1,90419,Nürnberg,Germany,Bavaria
Dr. Viktor Wagner,Gibitzenhofstr. 37,90443,Nürnberg,Germany,Bavaria
Dr. med. Madeleine Haas,Nürnberger Str. 15,91052,Erlangen,Germany,Bavaria
Dr. med. Hanns-Peter Kleißl,Hauptstr. 24,91257,Pegnitz,Germany,Bavaria
"Dr. med. Thomas Sattler, Dr. med Margit Kohlbauer",Marktplatz 22,91710,Gunzenhausen,Germany,Bavaria
Dr. Kai Dittmann,Bahnhofstr. 24,93047,Regensburg,Germany,Bavaria
Dr. med. Margarethe Dragon,Maximilianstr. 16,93047,Regensburg,Germany,Bavaria
Dr. med. Michael Spandau,Schießstattweg 60,94032,Passau,Germany,Bavaria
Klinikum Deggendorf,Perlasberger Str. 41,94469,Deggendorf,Germany,Bavaria
Dr. Bernd Rossberg,W.-Meußdoerffer-Str. 4,95326,Kulmbach,Germany,Bavaria
Dr. med. Peter Mitchell Lattermann,Luitpoldplatz 18,95444,Bayreuth,Germany,Bavaria
Dr. med. Horst Hüttenreiter,Sanderstr. 4a,97070,Würzburg,Germany,Bavaria
Dr. Horst Hüttenreiter,Würzburger Straße 1,97236,Randersacker,Germany,Bavaria
"Dr. med. Stefan Schwind, Dr. Stephan Harmuth, Dr. med. Alexandra Böckenhoff",Zehntstr. 4,97421,Schweinfurt,Germany,Bavaria
Dr. med. Walter Stolz,Friedrich-Stein-Str. 9,97421,Schweinfurt,Germany,Bavaria
Dr. med. Claudia Cichon,Krumme Gasse 8,97453,Schonungen,Germany,Bavaria
Dr. med. Gerd Kuppe,Baumhofstr. 95,97828,Marktheidenfeld,Germany,Bavaria
Dipl. med. Barbara Börner,Novalisstr. 10,10115,Berlin,Germany,Berlin
Frauenarztpraxis Berlin Mitte,Marienstraße 30,10117,Berlin,Germany,Berlin
Charité Campus Mitte,Charitéplatz 1,10117,Berlin,Germany,Berlin
Dr. med. Hürrem Ziir,Friedrichstr. 63,10117,Berlin,Germany,Berlin
Dr. med. Jutta Grieger,Weinbergsweg 27,10119,Berlin-Mitte,Germany,Berlin
Dr. med. Bernhard Sonntag,Schwedter Str. 1,10119,Berlin,Germany,Berlin
Frauenarztpraxis im Haus der Gesundheit Dr. med. Sabine Müller,Karl-Marx-Allee 3,10178,Berlin-Mitte,Germany,Berlin
Dra. (ES) Thanya Camila Uzquiano Batres,Warschauerstraße 33,10243,Berlin,Germany,Berlin
"Dr. med. Stefan Skonietzki, Dr. Claudia Schirmer",Andreasstr. 51,10243,Berlin,Germany,Berlin
Ute Weizel,Kadiner Str. 23,10243,Berlin,Germany,Berlin
Dr. Axel Eisinger,Boxhagener Str. 102,10245,Berlin - Friedrichshain,Germany,Berlin
Dr. med. Valeria Schlothauer,Frankfurter Allee 54,10247,Berlin,Germany,Berlin
"Frauenärzte Friedrichshain Dr. med. Susan Ehrich, Dipl.-Med. Torsten Ehrich",Bänschstraße 69,10247,Berlin-Friedrichshain,Germany,Berlin
Familienplanungszentrum Balance,Mauritiuskirchstraße 3,10365,Berlin - Lichtenberg/Friedrichshain,Germany,Berlin
Dr. med. Björn Peglow,Ruschestr. 103,10365,Berlin,Germany,Berlin
"Dr. med. Frauke Kilias, Dr med. Bodil von Bülow, Dr. med. univ. Evelyne  Müller",Immanuelkirchstraße 2,10405,Berlin-Pamkow,Germany,Berlin
Ambulantes Gynäkologisches Operationszentrum,Greifswalder Str. 139,10409,Berlin Prenzlauer Berg,Germany,Berlin
"Dr. med. Ursula Walle, Dr. med. Sema Saatci",Kollwitzstraße 78,10435,Berlin,Germany,Berlin
"Dipl. Med. Daniel Karohl, Dipl. Med. Sergej Popow",Schönhauser Allee 118,10437,Berlin,Germany,Berlin
"Anke Böhnke,  Dr. med. Britta Berger",Calvinstraße 23,10557,Berlin,Germany,Berlin
Dr. Julia Zundel,Krumme Straße 70,10627,Berlin,Germany,Berlin
"Claudia Ehle, Dr. Kirsten Kuhlmann, Dr. Katja Martens",Bismarckstraße 45 - 47,10627,Berlin,Germany,Berlin
Dr. med. Lale Farkic,Kantstraße 72,10627,Berlin-Charlottenburg,Germany,Berlin
Dr. med. Gabriela Rosenow,Giesebrechtstraße 13,10629,Berlin,Germany,Berlin
Dr. med. Mathias Gehlhoff,Hohenzollerndamm 47a,10713,Berlin,Germany,Berlin
Dr. med. Antonia Engst,Bundesallee 3,10715,Berlin,Germany,Berlin
"Dr. med. Gabriele Halder, Dr. med. Susanne Medenbach, Dr. med. Christel Sadok",Bundesallee 56,10715,Berlin,Germany,Berlin
"Dr. med. Hilbert Vogel, Dr. med. Christine Sharma, Dr. med. Jenny Busch",Bülowstraße 23,10783,Berlin,Germany,Berlin
"Frauenärzte am Bundesplatz Dr.med. Wolfgang HIrsch, Dr. med. Margarita Kiewski, Dr. Janine Rebeschke",Alte Potsdamer Str. 7,10785,Berlin - Tiergarten,Germany,Berlin
Dr. med. Carola Aicham-Sonntag,Ansbacher Str. 22,10787,Berlin - Schöneberg,Germany,Berlin
Prof. Dr. med. Dr. Phil Andreas Ebert,Nürnberger Str. 87,10787,Berlin,Germany,Berlin
"Dr. Katrin Henze Dr. Ursula Weingarten, Dr. Inka Drechsler",Tauentzienstraße 1,10789,Berlin,Germany,Berlin
Dr. med. Matthias Bloechle,Rankestr. 34,10789,Berlin,Germany,Berlin
"Gemeinschaftspraxis Kaiser-Wilhelm-Platz Dr. med. Rosemarie Bock, Dr. med. Miriam Christophi",Kaiser-Wilhelm-Platz 1-2,10827,Berlin-Schöneberg,Germany,Berlin
Praxis Dr.med. Susanne Klinge,Mehringdamm 38,10961,Berlin,Germany,Berlin
Vivantes Klinikum Am Urban,Dieffenbachstraße 1,10967,Berlin,Germany,Berlin
Dipl.-Med. Irina Cleemann,Mehringplatz 13,10969,Berlin-Kreuzberg,Germany,Berlin
Gynäkologisches Versorgungszentrum Kreuzberg MVZ Dr. Ansgar Pett und Dr. Sohela Jandi,Adalbertstraße 16,10997,Berlin,Germany,Berlin
"Dr. med. Anke Joachim, Dr. med. Birgit Roth, Dr. med. Birgit Müller",Paul-Lincke-Ufer 7d,10999,Berlin – Kreuzberg,Germany,Berlin
Dr. med.  Gülüstan Saribas,Karl-Marx-Straße 27,12043,Berlin,Germany,Berlin
Dr. med. Tengis Kasch,Karl-Marx-Str. 80,12043,Berlin,Germany,Berlin
Dr. med. Michael von Baehr,Sonnnenallee 105,12045,Berlin-Neukölln,Germany,Berlin
"Dr. med. Ulrike Wein, Dr. med. Nicole Vogt",Hermannstraße 162,12051,Berlin,Germany,Berlin
Dr. Matthias Rödel,Hermannstraße 147,12051,Berlin,Germany,Berlin
Dr. med.Ulrich Klebe,Sonnenallee 132,12059,Berlin,Germany,Berlin
Gemeinschaftspraxis FERA,Wenckebachstr. 23,12099,Berlin,Germany,Berlin
"Dr. med. Alexander Kulka, Dr. med. Verena Kulka",Manfred-von-Richthofen-Str. 9,12101,Berlin-Tempelhof,Germany,Berlin
"Dr. med. Anne Sonnenschein, Dr. med. Dr. med. Gisa Buhrow",Luise-Henriette-Str. 1-2,12103,Berlin- Tempelhof,Germany,Berlin
Vivantes Auguste-Viktoria-Klinikum,Rubensstraße 125,12157,Berlin,Germany,Berlin
Halime Kama-Cetinkaya,Peschkestraße 5D,12161,Berlin,Germany,Berlin
Praxisgemeinschaft Dr. med. Daniela Senger und Dr. med. Cornelius Schwarz,Bundesallee 104-105,12161,Berlin,Germany,Berlin
Dr. med. Anita Höhne,Rheinstraße 29,12161,Berlin,Germany,Berlin
"Dr. med. Berit Matthies, Dr. med. Jessica Meckies und Dr. med. Barbara Geuer, Gemeinschaftspraxis für Frauenheilkunde",Schloßstr. 88,12163,Berlin Steglitz,Germany,Berlin
Prof. Dr. med. Ulrich Büscher,Joachim-Friedrich-Straße  16,12163,Berlin,Germany,Berlin
Dr. med. Andreas Reich,Schloßstraße 88,12163,Berlin,Germany,Berlin
Antonia Seeger-Held,Schloßstr. 19,12163,Berlin,Germany,Berlin
mig-Zentrum Berlin,Schloßstraße 28,12163,Berlin,Germany,Berlin
Dr. Peter Lichtenberg,Schloßstr. 40,12165,Berlin,Germany,Berlin
"Dr. med. Bettina Gaber, Dr. med. Verena Weyer",Grunewaldstr. 6,12165,Berlin,Germany,Berlin
Dr. med. Wolfgang Bitter,Hildenburghauser Str. 5c,12279,Berlin-Marienfelde,Germany,Berlin
"Dr. med. Antje Fehlberg, Dr. med Nicole Haeusler",Britzer Damm 63,12347,Berlin-Neukölln,Germany,Berlin
"Frauenärztinnen Köpenick Dr. med. Susanne Riedewald, Christiane Tennhardt,  Marion Warminski",Mahlsdorfer Str. 106-107,12555,Berlin,Germany,Berlin
DRK Kliniken Berlin Köpenick,Salvador-Allende-Straße 2-8,12559,Berlin,Germany,Berlin
Dipl. Med. Ingo Tempel,Myslowitzer Str. 49,12621,Berlin,Germany,Berlin
Vivantes Klinikum Hellersdorf,Myslowitzer Straße 45,12621,Berlin,Germany,Berlin
Gynäkologische Tagesklinik Berlin Hellersdorf,Hellersdorfer Str. 237,12627,Berlin,Germany,Berlin
Dr. med. Birgit Ruhmland,Elsterwerdaer Platz 1,12683,Berlin,Germany,Berlin
Dr. med. Bernd Maciejewski,Blumberger Damm 132,12685,Berlin,Germany,Berlin
Dr med. Anja Moser de Lopez Frauennärztin und Geburtshilfe,Prerower Platz 4,13051,Berlin (Neu-Hohenschönhausen),Germany,Berlin
Dipl.-med. Doris Marquardt,Wustrower Strasse 20,13051,Berlin,Germany,Berlin
Dr. med. Wolfgang Königer,Ribnitzer Strasse 24,13051,Berlin,Germany,Berlin
Park-Klinik Weißensee,Schönstraße 80,13086,Berlin,Germany,Berlin
"Dr. med. Frauke Hiller, Dr. med. Sigrun Hünig",Bucher Chaussee 1-3,13125,Berlin,Germany,Berlin
Dr. med. habil. Bernd Hamann,Wollankstr. 11,13187,Berlin,Germany,Berlin
"Frauenärzte am Garbátyplatz Daniel Woller, Rainer Tönnes, Kerstin Kunzelmann",Garbátyplatz 1,13187,Berlin-Pankow,Germany,Berlin
Christine Raskovic,Müllerstr. 139,13353,Berlin,Germany,Berlin
"Charitè Campus Virchow-Klinikum, Klinik für Gynäkologie",Augustenburger Platz 1,13353,Berlin,Germany,Berlin
Dr. Bodo Weißflog,Hochstraße 1,13357,Berlin,Germany,Berlin
Gynäkologie Gesundbrunnen Dr. Alice Bleil,Badstraße 4,13357,Berlin-Mitte,Germany,Berlin
"Wehner, Martina, Dr. med., Radsack, Anneliese, u. Dr. med. Silvia Grande",Ollenhauerstr. 6,13403,Berlin - Reinickendorf,Germany,Berlin
"Dr. Frauke Cramer, Dr. Silke Offermann, Dr. Susann Thieme",Benekendorffstr. 11,13469,Berlin,Germany,Berlin
Praxis Dr. med. Nils Dennemark,Berliner Straße 7-8,13507,Berlin,Germany,Berlin
Vivantes Humboldt-Klinikum,Am Nordgraben 2,13509,Berlin,Germany,Berlin
Ärztezentrum Spandau,Siegener Straße 57/59,13583,Berlin,Germany,Berlin
EV. Waldkrankenhaus Spandau,Stadtrandstraße 555,13589,Berlin,Germany,Berlin
MVZ Heerstraße Nord,Obstallee 22a,13593,Berlin,Germany,Berlin
DRK Kliniken Berlin Westend,Spandauer Damm 130,14050,Berlin,Germany,Berlin
Frauenarztpraxis Dr. med. Kathrin Liebmann Fachärztin für Gynäkologie,Sakrower Landstr. 29,14089,Berlin,Germany,Berlin
Dr. med. Cornelia Grupe; Dr. med. Andrea Sturm,Potsdamer Str. 52,14163,Berlin,Germany,Berlin
"Dr. med. Isabell Schnaufer-Raude, Dr. med. Ulrike Clemens, Dr. med. Jana Schnurr",Mexikoplatz 4,14163,Berlin,Germany,Berlin
"Dr. med. Gerd Graffunder, Dr. med. Kathrin Lais,  Dr. med. Lidia Perlova-Griff,  Dr. med. Bettina Schein",Teltower Damm 7,14169,Berlin,Germany,Berlin
Frauenarztpraxis Dr. med. Jörg Schäfer,Thielallee 107,14195,Berlin,Germany,Berlin
Cornelia Wüst (Rahn),Hohenzollerndamm 84,14199,Berlin Wilmersdorf,Germany,Berlin
Klinikum Niederlausitz,Friedensstraße 16,01968,Lauchhammer,Germany,Brandenburg
Dr.med. Renè Schubert,Zuschka 27,03044,Cottbus,Germany,Brandenburg
Carl-Thiem-Klinikum Cottbus,"Schwanstrasse 11, Haus 62, Ebene 2",03048,Cottbus,Germany,Brandenburg
Krankenhaus Spremberg,Karl-Marx-Strasse 80,03130,Spremberg,Germany,Brandenburg
Krankenhaus Forst,Robert-Koch Strasse 35,03149,Forst,Germany,Brandenburg
Elbe-Elster Klinikum GmbH Kreiskrankenhaus Elsterwerda,Elsterstrasse 37,04910,Elsterwerda,Germany,Brandenburg
Elbe-Elster Klinikum GmbH Kreiskrankenhaus Herzberg,Alte Prettiner Straße,04916,Herzberg,Germany,Brandenburg
Dr. med. Herbert Giers,Helene-Lange-Strasse 11,14469,Potsdam,Germany,Brandenburg
Gemeinschaftspraxis Frauenärzte am Sterncenter,Sterncenter 10,14480,Potsdam,Germany,Brandenburg
Alt Nowawes Gemeinschaftspraxis,Alt Nowawes 67,14482,Potsdam,Germany,Brandenburg
Havelland Klinik Rathenow,Forststr. 45,14712,Rathenow,Germany,Brandenburg
Klinikum Brandenburg,Hochstr. 29,14770,Brandenburg an der Havel,Germany,Brandenburg
Dipl.-Med Katri Pichelbauer,Neustädtischer Markt 7,14776,Brandenburg an der Havel,Germany,Brandenburg
Dr. med. Frank Günther,Kurstr. 15,14776,Brandenburg,Germany,Brandenburg
Evangelisches Krankenhaus,Albert-Schweitzer-Strasse 40-44,14974,Ludwigsfelde,Germany,Brandenburg
Wojciech Bielecki,Albert-Schweitzer-Str. 40-44,14974,Ludwigsfelde,Germany,Brandenburg
Dr. med Antje Lopens,Logenstraße 6a,15230,Frankfurt (Oder),Germany,Brandenburg
Krankenhaus Märkisch-Oderland GmbG,Prötzeler Chaussee 5,15331,Strausberg,Germany,Brandenburg
Klinikum Dahme-Spreewald Achenbach,Köpenicker Straße 29,15711,Königs Wusterhausen,Germany,Brandenburg
Dipl. Med. Matthias Mierke,Bodelschwingstr. 46/47,15848,Beeskow,Germany,Brandenburg
"Dr. Bettina Hanns,  Dr. Sabine Niedermeyer",Fürstenberger Str. 1,15890,Eisenhüttenstadt,Germany,Brandenburg
Städtisches Krankenhaus Eisenhüttenstadt,Friedrich-Engels-Strasse 39,15890,Eisenhüttenstadt,Germany,Brandenburg
"Klinikum Barnim GmbH, Werner-Forßmann-Krankenhaus",Rudolf-Breitscheid-Str. 100,16225,Eberswalde,Germany,Brandenburg
Krankenhaus Märkisch-Oberland,Sonnenburger Weg 3,16269,Wriezen,Germany,Brandenburg
Asklepios Klinikum Uckermark,Auguststr. 23,16303,Schwedt,Germany,Brandenburg
Dr. Astrid Gottschalk,Ladeburgerstrasse 6-8,16321,Bernau,Germany,Brandenburg
Dipl. - Med. Sabine Redlin,Altstadt 17,16356,Werneuchen,Germany,Brandenburg
"Dr. med. Christian Rössler, Dr. med.Jana Nehrenberg",Bernauer Str. 60,16515,Oranienburg,Germany,Brandenburg
Dipl.-Med. Marina Konias,Berliner Strasse 106,16515,Oranienburg,Germany,Brandenburg
Dr. med. Renald Hawlitschek,Bernauer Str. 100,16515,Oranienburg,Germany,Brandenburg
Bruchmann Susanne Dipl.Med. u. Löbe Ute Dipl.Med. Frauenarztpraxis,Bernauer Strasse 68,16515,Oranienburg,Germany,Brandenburg
Dr. med.Holger Thomas,Berliner Strasse 77,16761,Hennigsdorf,Germany,Brandenburg
MVZ Pritzwalk,Perleberger Straße 2,16928,Pritzwalk,Germany,Brandenburg
Dipl.-Med. Carsten Haug,Obere Mühlenstraße 10a,17268,Templin,Germany,Brandenburg
Kreiskrankenhaus Prenzlau,Stettiner Strasse 121,17291,Prenzlau,Germany,Brandenburg
Kreiskrankenhaus Prignitz,Dobberziner Strasse 112,19348,Perleberg,Germany,Brandenburg
Dr. med. Svenja Schildknecht,Schiffdorfer Chaussee 7,27574,Bremerhaven,Germany,Bremen
Ireneusz Donat Malowanczyk,Schiffdorfer Chaussee 29A,27574,Bremerhaven,Germany,Bremen
"Klinikum Bremerhaven-Reinkenheide gGmbH, Frauenklinik",Postbrookstr. 103,27574,Bremerhaven,Germany,Bremen
Dr. Andreas Umlandt,Wachstrasse 17-24,28195,Bremen,Germany,Bremen
Dr. Lutz Hoins,Ostertorsteinweg 49,28203,Bremen,Germany,Bremen
Pro Familia Medizinsches Zentrum Bremen,Hollerallee 24,28209,Bremen,Germany,Bremen
Gemeinschaftspraxis für Frauenheilkunde und Geburtshilfe,Schwachhauser Heerstr.63,28211,Bremen,Germany,Bremen
"Joachim Scheffler, Dr. Annette Gutke",Sonneberger Str.3,28329,Bremen,Germany,Bremen
